epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,9037.62,0.11299,0.60538,0.83681,0.67379,0.9,0.72727,0.72308,0.09579,0.63509,0.63805,0.0002378,0.0002378,0.0002378
91,9138.14,0.09978,0.66326,0.81833,0.67381,0.9,0.75101,0.74683,0.10172,0.63165,0.64316,0.000218,0.000218,0.000218
92,9230.54,0.09026,0.63099,0.80415,0.67383,0.9,0.75147,0.7433,0.09281,0.67771,0.64245,0.0001982,0.0001982,0.0001982
93,9339.96,0.08956,0.66346,0.79532,0.67382,0.9,0.80963,0.80138,0.10167,0.67007,0.64701,0.0001784,0.0001784,0.0001784
94,9446.06,0.07861,0.64611,0.80233,0.67375,0.9,0.68213,0.67364,0.09949,0.67705,0.6544,0.0001586,0.0001586,0.0001586
95,9554.31,0.09383,0.64614,0.80715,0.67369,0.9,0.68541,0.67603,0.09112,0.67515,0.65607,0.0001388,0.0001388,0.0001388
96,9644.71,0.08192,0.62468,0.79741,0.67365,0.9,0.79135,0.78331,0.09333,0.66226,0.65533,0.000119,0.000119,0.000119
97,9762.55,0.0804,0.61738,0.7927,0.67366,0.9,0.69856,0.69326,0.0845,0.65751,0.64802,9.92e-05,9.92e-05,9.92e-05
98,9869.87,0.08554,0.63889,0.80446,0.67367,0.9,0.66059,0.65509,0.0716,0.6708,0.64357,7.94e-05,7.94e-05,7.94e-05
99,9974.62,0.0726,0.60774,0.78465,0.67369,0.9,0.66649,0.66154,0.06682,0.68304,0.64247,5.96e-05,5.96e-05,5.96e-05
100,10081.5,0.06827,0.61614,0.79728,0.67368,0.9,0.66261,0.65804,0.0612,0.64597,0.6412,3.98e-05,3.98e-05,3.98e-05
